tin,tax_type,yofa,period,trcd,sbcd,amount,txn_date,source_ref
101207A,VAT,2025,2025,70,,7309.65,2026-01-24,PEN
101207A,VAT,2025,2025,60,,2017.73,2026-06-01,RST
101207A,VAT,2025,2025,20,G,-26335.98,2025-12-25,R50001565
101207A,FSS,2020,2020,10,,22761.39,2020-02-14,A00001586
101207A,FSS,2020,2020,70,,3319.51,2020-04-24,PEN
101207A,FSS,2020,2020,60,,10242.63,2026-06-01,RST
101207A,FSS,2020,2020,20,G,-3707.99,2020-04-25,R50001566
101207A,FSS,2021,2021,10,,35051.28,2021-05-16,A00001587
101207A,FSS,2021,2021,60,,12618.46,2026-06-01,RST
101207A,FSS,2021,2021,20,G,-3667.78,2021-06-27,R50001567
101207A,FSS,2022,2022,10,,42869.56,2022-02-13,A00001588
101207A,FSS,2022,2022,70,,3367.43,2022-04-24,PEN
101207A,FSS,2022,2022,60,,13118.09,2026-06-01,RST
101207A,FSS,2022,2022,20,G,-30006.58,2022-05-07,R50001568
101207A,FSS,2023,2023,10,,53902.36,2023-02-13,A00001589
101207A,FSS,2023,2023,20,G,-9562.6,2023-04-25,R50001569
101207A,FSS,2024,2024,10,,31636.92,2024-05-16,A00001590
101207A,FSS,2024,2024,60,,4555.72,2026-06-01,RST
101207A,FSS,2024,2024,20,G,-368.97,2024-08-06,R50001570
101207A,FSS,2025,2025,10,,69718.57,2025-11-15,A00001591
101207A,FSS,2025,2025,20,G,-19074.55,2026-02-03,R50001571
101211H,SSC,2022,2022,10,,1237.05,2022-05-16,A00001592
101211H,SSC,2022,2022,20,G,-1237.05,2022-06-22,R50001572
101211H,SSC,2023,2023,230,,1599.98,2023-11-15,A00001593
101211H,SSC,2023,2023,20,G,-1599.98,2023-12-01,R50001573
101211H,SSC,2024,2024,10,,3229.68,2024-11-15,A00001594
101211H,SSC,2024,2024,20,G,-3229.68,2025-02-12,R50001574
101211H,SSC,2025,2025,10,,1888.79,2025-02-13,A00001595
101211H,SSC,2025,2025,20,G,-1888.79,2025-03-19,R50001575
101219M,PIT,2021,2021,10,,476.14,2021-05-31,A00001596
101219M,PIT,2021,2021,20,G,-476.14,2021-08-15,R50001576
101219M,PIT,2022,2022,10,,1625.31,2022-05-31,A00001597
101219M,PIT,2022,2022,20,G,-1625.31,2022-06-24,R50001577
101219M,PIT,2023,2023,10,,909.33,2023-05-31,A00001598
101219M,PIT,2023,2023,20,G,-909.33,2023-07-02,R50001578
101219M,PIT,2024,2024,10,,3799.07,2024-05-31,A00001599
101219M,PIT,2024,2024,20,G,-3799.07,2024-06-12,R50001579
101219M,PIT,2025,2025,230,,2496.6,2025-05-31,A00001600
101219M,PIT,2025,2025,20,G,-2496.6,2025-06-14,R50001580
101219M,FSS,2021,2021,10,,1480.63,2021-11-15,A00001601
101219M,FSS,2021,2021,20,G,-1480.63,2021-12-21,R50001581
101219M,FSS,2022,2022,10,,467.68,2022-08-16,A00001602
101219M,FSS,2022,2022,20,G,-467.68,2022-10-12,R50001582
101219M,FSS,2023,2023,10,,589.03,2023-02-13,A00001603
101219M,FSS,2023,2023,20,G,-589.03,2023-04-04,R50001583
101219M,FSS,2024,2024,10,,1072.71,2024-08-16,A00001604
101219M,FSS,2024,2024,20,G,-1072.71,2024-10-25,R50001584
101219M,FSS,2025,2025,10,,4008.12,2025-11-15,A00001605
101219M,FSS,2025,2025,20,G,-4008.12,2026-02-02,R50001585
101228G,CIT,2022,2022,10,,1502.91,2022-05-31,A00001606
101228G,CIT,2022,2022,20,G,-1502.91,2022-06-26,R50001586
101228G,CIT,2023,2023,10,,2473.43,2023-05-31,A00001607
101228G,CIT,2023,2023,20,G,-2473.43,2023-06-21,R50001587
101228G,CIT,2024,2024,10,,3308.97,2024-05-31,A00001608
101228G,CIT,2024,2024,20,G,-3308.97,2024-06-13,R50001588
101228G,CIT,2025,2025,10,,4534.42,2025-05-31,A00001609
101228G,CIT,2025,2025,20,G,-4534.42,2025-07-10,R50001589
101228G,CIT,2020,2020,230,,1216.92,2020-05-31,A00001610
101228G,CIT,2020,2020,20,G,-1216.92,2020-06-28,R50001590
101228G,CIT,2021,2021,10,,1460.76,2021-05-31,A00001611
101228G,CIT,2021,2021,20,G,-1460.76,2021-07-15,R50001591
101228G,CIT,2022,2022,10,,32.68,2022-05-31,A00001612
101228G,CIT,2022,2022,20,G,-32.68,2022-08-01,R50001592
101228G,CIT,2023,2023,10,,688.61,2023-05-31,A00001613
101228G,CIT,2023,2023,20,G,-688.61,2023-08-05,R50001593
101228G,CIT,2024,2024,10,,2182.08,2024-05-31,A00001614
101228G,CIT,2024,2024,20,G,-2182.08,2024-08-15,R50001594
101228G,CIT,2025,2025,10,,4823.26,2025-05-31,A00001615
101228G,CIT,2025,2025,20,G,-4823.26,2025-08-07,R50001595
101228G,FSS,2022,2022,10,,1424.06,2022-11-15,A00001616
101228G,FSS,2022,2022,20,G,-1424.06,2023-01-22,R50001596
101228G,FSS,2023,2023,10,,2519.81,2023-08-16,A00001617
101228G,FSS,2023,2023,20,G,-2519.81,2023-10-19,R50001597
101228G,FSS,2024,2024,10,,1410.04,2024-02-14,A00001618
101228G,FSS,2024,2024,20,G,-1410.04,2024-05-10,R50001598
101228G,FSS,2025,2025,10,,705.1,2025-08-16,A00001619
101228G,FSS,2025,2025,20,G,-705.1,2025-10-02,R50001599
101228G,SSC,2020,2020,10,,261.59,2020-05-16,A00001620
101228G,SSC,2020,2020,20,G,-261.59,2020-08-01,R50001600
101228G,SSC,2021,2021,10,,1321.49,2021-08-16,A00001621
101228G,SSC,2021,2021,20,G,-1321.49,2021-08-30,R50001601
101228G,SSC,2022,2022,10,,835.77,2022-11-15,A00001622
101228G,SSC,2022,2022,20,G,-835.77,2022-12-21,R50001602
101228G,SSC,2023,2023,10,,1669.55,2023-02-13,A00001623
101228G,SSC,2023,2023,20,G,-1669.55,2023-03-04,R50001603
101228G,SSC,2024,2024,10,,1625.84,2024-11-15,A00001624
101228G,SSC,2024,2024,20,G,-1625.84,2024-11-26,R50001604
101228G,SSC,2025,2025,10,,1659.82,2025-08-16,A00001625
101228G,SSC,2025,2025,20,G,-1659.82,2025-10-09,R50001605
101236A,VAT,2023,2023,10,,1450.72,2023-11-15,A00001626
101236A,VAT,2023,2023,20,G,-1450.72,2023-12-20,R50001606
101236A,VAT,2024,2024,10,,3802.91,2024-02-14,A00001627
101236A,VAT,2024,2024,20,G,-3802.91,2024-04-23,R50001607
101236A,VAT,2025,2025,230,,6550.41,2025-02-13,A00001628
101236A,VAT,2025,2025,20,G,-6550.41,2025-03-14,R50001608
101243B,FSS,2022,2022,10,,52.17,2022-02-13,A00001629
101243B,FSS,2022,2022,70,,4.95,2022-04-24,PEN
101243B,FSS,2022,2022,60,,15.96,2026-06-01,RST
101243B,FSS,2022,2022,20,G,-35.67,2022-04-20,R50001609
101243B,FSS,2023,2023,10,,196.39,2023-02-13,A00001630
101243B,FSS,2023,2023,70,,11.37,2023-04-24,PEN
101243B,FSS,2023,2023,20,G,-45.87,2023-04-21,R50001610
101243B,FSS,2024,2024,10,,211.11,2024-08-16,A00001631
101243B,FSS,2024,2024,60,,26.6,2026-06-01,RST
101243B,FSS,2025,2025,10,,226.59,2025-11-15,A00001632
101243B,FSS,2025,2025,70,,21.29,2026-01-24,PEN
101243B,FSS,2025,2025,20,G,-90.64,2025-12-10,R50001611
101243B,VAT,2021,2021,10,,74.14,2021-05-16,A00001633
101243B,VAT,2021,2021,70,,5.67,2021-07-25,PEN
101243B,VAT,2021,2021,60,,26.69,2026-06-01,RST
101243B,VAT,2022,2022,10,,149.44,2022-11-15,A00001634
101243B,VAT,2022,2022,70,,19.86,2023-01-24,PEN
101243B,VAT,2022,2022,60,,37.66,2026-06-01,RST
101243B,VAT,2022,2022,20,G,-1.03,2023-01-12,R50001612
101243B,VAT,2023,2023,10,,86.08,2023-11-15,A00001635
101243B,VAT,2023,2023,60,,15.49,2026-06-01,RST
101243B,VAT,2023,2023,20,G,-45.48,2024-02-03,R50001613
101243B,VAT,2024,2024,10,,51.07,2024-05-16,A00001636
101243B,VAT,2024,2024,70,,3.67,2024-07-25,PEN
101243B,VAT,2024,2024,60,,7.35,2026-06-01,RST
101243B,VAT,2024,2024,20,G,-22.41,2024-08-04,R50001614
101243B,VAT,2025,2025,230,,326.91,2025-11-15,A00001637
101243B,VAT,2025,2025,70,,18.31,2026-01-24,PEN
101243B,VAT,2025,2025,20,G,-130.76,2026-01-19,R50001615
101243B,CIT,2021,2021,10,,72.7,2021-05-31,A00001638
101243B,CIT,2021,2021,60,,26.17,2026-06-01,RST
101243B,CIT,2021,2021,20,G,-34.29,2021-07-15,R50001616
101243B,CIT,2022,2022,10,,184.9,2022-05-31,A00001639
101243B,CIT,2022,2022,70,,14.02,2022-08-09,PEN
101243B,CIT,2022,2022,60,,53.25,2026-06-01,RST
101243B,CIT,2022,2022,20,G,-67.28,2022-08-20,R50001617
101243B,CIT,2023,2023,10,,31.67,2023-05-31,A00001640
101243B,CIT,2023,2023,70,,4.12,2023-08-09,PEN
101243B,CIT,2023,2023,60,,6.65,2026-06-01,RST
101243B,CIT,2023,2023,20,G,-3.32,2023-08-26,R50001618
101243B,CIT,2024,2024,10,,130.6,2024-05-31,A00001641
101243B,CIT,2024,2024,70,,17.16,2024-08-09,PEN
101243B,CIT,2024,2024,60,,18.02,2026-06-01,RST
101243B,CIT,2024,2024,20,G,-95.67,2024-08-22,R50001619
101243B,CIT,2025,2025,10,,683.97,2025-05-31,A00001642
101243B,CIT,2025,2025,70,,41.38,2025-08-09,PEN
101243B,CIT,2025,2025,60,,45.14,2026-06-01,RST
101243B,CIT,2025,2025,20,G,-273.59,2025-08-15,R50001620
101243B,CIT,2020,2020,10,,29.74,2020-05-31,A00001643
101243B,CIT,2020,2020,70,,3.63,2020-08-09,PEN
101243B,CIT,2020,2020,60,,12.85,2026-06-01,RST
101243B,CIT,2020,2020,20,G,-20.42,2020-08-07,R50001621
101243B,CIT,2021,2021,10,,99.93,2021-05-31,A00001644
101243B,CIT,2021,2021,70,,7.79,2021-08-09,PEN
101243B,CIT,2021,2021,60,,35.97,2026-06-01,RST
101243B,CIT,2021,2021,20,G,-71.18,2021-07-05,R50001622
101243B,CIT,2022,2022,230,,189.25,2022-05-31,A00001645
101243B,CIT,2022,2022,60,,54.5,2026-06-01,RST
101243B,CIT,2022,2022,20,G,-121.57,2022-07-03,R50001623
101243B,CIT,2023,2023,10,,234.89,2023-05-31,A00001646
101243B,CIT,2023,2023,70,,28.78,2023-08-09,PEN
101243B,CIT,2023,2023,60,,49.33,2026-06-01,RST
101243B,CIT,2023,2023,20,G,-85.91,2023-08-13,R50001624
101243B,CIT,2024,2024,10,,59.72,2024-05-31,A00001647
101243B,CIT,2024,2024,70,,8.76,2024-08-09,PEN
101243B,CIT,2024,2024,60,,8.24,2026-06-01,RST
101243B,CIT,2024,2024,20,G,-38.23,2024-08-15,R50001625
101243B,CIT,2025,2025,10,,139.69,2025-05-31,A00001648
101243B,CIT,2025,2025,70,,18.79,2025-08-09,PEN
101243B,CIT,2025,2025,60,,9.22,2026-06-01,RST
101243B,CIT,2025,2025,20,G,-4.3,2025-07-01,R50001626
101248H,CIT,2023,2023,10,,352.81,2023-05-31,A00001649
101248H,CIT,2023,2023,20,G,-352.81,2023-07-12,R50001627
101248H,CIT,2024,2024,230,,1130.91,2024-05-31,A00001650
101248H,CIT,2024,2024,20,G,-1130.91,2024-07-20,R50001628
101248H,CIT,2025,2025,10,,6799.23,2025-05-31,A00001651
101248H,CIT,2025,2025,20,G,-6799.23,2025-08-22,R50001629
101248H,VAT,2023,2023,10,,826.26,2023-02-13,A00001652
101248H,VAT,2023,2023,20,G,-826.26,2023-04-29,R50001630
101248H,VAT,2024,2024,10,,2455.62,2024-05-16,A00001653
101248H,VAT,2024,2024,20,G,-2455.62,2024-07-10,R50001631
101248H,VAT,2025,2025,10,,5230.57,2025-08-16,A00001654
101248H,VAT,2025,2025,20,G,-5230.57,2025-08-28,R50001632
101253H,VAT,2023,2023,10,,2469.88,2023-11-15,A00001655
101253H,VAT,2023,2023,20,G,-2469.88,2024-01-23,R50001633
101253H,VAT,2024,2024,10,,3969.17,2024-02-14,A00001656
101253H,VAT,2024,2024,20,G,-3969.17,2024-03-05,R50001634
101253H,VAT,2025,2025,10,,4936.43,2025-08-16,A00001657
101253H,VAT,2025,2025,20,G,-4936.43,2025-10-05,R50001635
101253H,SSC,2022,2022,10,,692.77,2022-08-16,A00001658
101253H,SSC,2022,2022,20,G,-692.77,2022-10-31,R50001636
101253H,SSC,2023,2023,10,,2406.33,2023-11-15,A00001659
101253H,SSC,2023,2023,20,G,-2406.33,2024-01-15,R50001637
101253H,SSC,2024,2024,10,,2555.89,2024-11-15,A00001660
101253H,SSC,2024,2024,20,G,-2555.89,2025-01-28,R50001638
101253H,SSC,2025,2025,10,,2875.76,2025-05-16,A00001661
101253H,SSC,2025,2025,20,G,-2875.76,2025-07-20,R50001639
101260H,PIT,2022,2022,230,,869.08,2022-05-31,A00001662
101260H,PIT,2022,2022,20,G,-869.08,2022-08-16,R50001640
101260H,PIT,2023,2023,10,,1147.1,2023-05-31,A00001663
101260H,PIT,2023,2023,20,G,-1147.1,2023-07-09,R50001641
101260H,PIT,2024,2024,10,,2354.34,2024-05-31,A00001664
101260H,PIT,2024,2024,20,G,-2354.34,2024-08-23,R50001642
101260H,PIT,2025,2025,230,,4082.63,2025-05-31,A00001665
101260H,PIT,2025,2025,20,G,-4082.63,2025-08-01,R50001643
101269L,SSC,2023,2023,10,,1716.82,2023-02-13,A00001666
101269L,SSC,2023,2023,20,G,-1716.82,2023-03-20,R50001644
101269L,SSC,2024,2024,10,,2559.72,2024-05-16,A00001667
101269L,SSC,2024,2024,20,G,-2559.72,2024-06-05,R50001645
101269L,SSC,2025,2025,10,,5823.79,2025-02-13,A00001668
101269L,SSC,2025,2025,20,G,-5823.79,2025-03-31,R50001646
101269L,PIT,2022,2022,10,,298.5,2022-05-31,A00001669
101269L,PIT,2022,2022,20,G,-298.5,2022-06-24,R50001647
101269L,PIT,2023,2023,10,,1984.46,2023-05-31,A00001670
101269L,PIT,2023,2023,20,G,-1984.46,2023-06-29,R50001648
101269L,PIT,2024,2024,10,,1684.88,2024-05-31,A00001671
101269L,PIT,2024,2024,20,G,-1684.88,2024-08-22,R50001649
101269L,PIT,2025,2025,10,,7818.85,2025-05-31,A00001672
101269L,PIT,2025,2025,20,G,-7818.85,2025-06-10,R50001650
101276A,SSC,2022,2022,10,,490.04,2022-05-16,A00001673
101276A,SSC,2022,2022,20,G,-490.04,2022-05-28,R50001651
101276A,SSC,2023,2023,10,,2573.64,2023-05-16,A00001674
101276A,SSC,2023,2023,20,G,-2573.64,2023-06-07,R50001652
101276A,SSC,2024,2024,230,,652.4,2024-11-15,A00001675
101276A,SSC,2024,2024,20,G,-652.4,2025-02-02,R50001653
101276A,SSC,2025,2025,10,,4233.36,2025-11-15,A00001676
101276A,SSC,2025,2025,20,G,-4233.36,2025-12-13,R50001654
101276A,CIT,2023,2023,10,,1367.8,2023-05-31,A00001677
101276A,CIT,2023,2023,20,G,-1367.8,2023-08-26,R50001655
101276A,CIT,2024,2024,10,,591.47,2024-05-31,A00001678
101276A,CIT,2024,2024,20,G,-591.47,2024-08-27,R50001656
101276A,CIT,2025,2025,10,,2729.06,2025-05-31,A00001679
101276A,CIT,2025,2025,20,G,-2729.06,2025-07-17,R50001657
101282M,SSC,2021,2021,10,,1206.41,2021-05-16,A00001680
101282M,SSC,2021,2021,60,,434.31,2026-06-01,RST
101282M,SSC,2021,2021,20,G,-375.63,2021-07-15,R50001658
101282M,SSC,2022,2022,10,,3540.29,2022-08-16,A00001681
101282M,SSC,2022,2022,70,,331.06,2022-10-25,PEN
101282M,SSC,2022,2022,60,,955.88,2026-06-01,RST
101282M,SSC,2022,2022,20,G,-2587.36,2022-10-05,R50001659
101282M,SSC,2023,2023,10,,5312.23,2023-02-13,A00001682
101282M,SSC,2023,2023,60,,1243.06,2026-06-01,RST
101282M,SSC,2023,2023,20,G,-1474.93,2023-03-31,R50001660
101282M,SSC,2024,2024,10,,3301.33,2024-11-15,A00001683
101282M,SSC,2024,2024,70,,263.22,2025-01-24,PEN
101282M,SSC,2024,2024,60,,356.54,2026-06-01,RST
101282M,SSC,2024,2024,20,G,-817.42,2024-12-12,R50001661
101282M,SSC,2025,2025,230,,15807.86,2025-02-13,A00001684
101282M,SSC,2025,2025,70,,1110.77,2025-04-24,PEN
101282M,SSC,2025,2025,60,,1422.71,2026-06-01,RST
101282M,SSC,2025,2025,20,G,-6323.14,2025-04-05,R50001662
101289G,CIT,2020,2020,10,,1053.41,2020-05-31,A00001685
101289G,CIT,2020,2020,20,G,-1053.41,2020-06-24,R50001663
101289G,CIT,2021,2021,10,,166.38,2021-05-31,A00001686
101289G,CIT,2021,2021,20,G,-166.38,2021-06-22,R50001664
101289G,CIT,2022,2022,10,,1673.2,2022-05-31,A00001687
101289G,CIT,2022,2022,20,G,-1673.2,2022-06-25,R50001665
101289G,CIT,2023,2023,10,,465.7,2023-05-31,A00001688
101289G,CIT,2023,2023,20,G,-465.7,2023-06-14,R50001666
101289G,CIT,2024,2024,10,,2083.09,2024-05-31,A00001689
101289G,CIT,2024,2024,20,G,-2083.09,2024-07-27,R50001667
101289G,CIT,2025,2025,10,,7035.66,2025-05-31,A00001690
101289G,CIT,2025,2025,20,G,-7035.66,2025-07-19,R50001668
101289G,FSS,2021,2021,10,,1476.71,2021-08-16,A00001691
101289G,FSS,2021,2021,20,G,-1476.71,2021-10-06,R50001669
101289G,FSS,2022,2022,10,,383.97,2022-05-16,A00001692
101289G,FSS,2022,2022,20,G,-383.97,2022-06-01,R50001670
101289G,FSS,2023,2023,10,,1427.62,2023-11-15,A00001693
101289G,FSS,2023,2023,20,G,-1427.62,2023-12-01,R50001671
101289G,FSS,2024,2024,10,,868.26,2024-02-14,A00001694
101289G,FSS,2024,2024,20,G,-868.26,2024-03-17,R50001672
101289G,FSS,2025,2025,10,,6069.2,2025-02-13,A00001695
101289G,FSS,2025,2025,20,G,-6069.2,2025-02-26,R50001673
101289G,CIT,2020,2020,10,,438.68,2020-05-31,A00001696
101289G,CIT,2020,2020,20,G,-438.68,2020-08-25,R50001674
101289G,CIT,2021,2021,10,,446.63,2021-05-31,A00001697
101289G,CIT,2021,2021,20,G,-446.63,2021-08-01,R50001675
101289G,CIT,2022,2022,10,,1886.44,2022-05-31,A00001698
101289G,CIT,2022,2022,20,G,-1886.44,2022-07-12,R50001676
101289G,CIT,2023,2023,10,,2268.52,2023-05-31,A00001699
101289G,CIT,2023,2023,20,G,-2268.52,2023-07-31,R50001677
101289G,CIT,2024,2024,10,,2322.52,2024-05-31,A00001700
101289G,CIT,2024,2024,20,G,-2322.52,2024-08-10,R50001678
101289G,CIT,2025,2025,10,,4016.5,2025-05-31,A00001701
101289G,CIT,2025,2025,20,G,-4016.5,2025-08-26,R50001679
101296A,PIT,2023,2023,10,,2972.8,2023-05-31,A00001702
101296A,PIT,2023,2023,70,,391.9,2023-08-09,PEN
101296A,PIT,2023,2023,60,,624.29,2026-06-01,RST
101296A,PIT,2023,2023,20,G,-1573.96,2023-07-22,R50001680
101296A,PIT,2024,2024,10,,863.52,2024-05-31,A00001703
101296A,PIT,2024,2024,70,,65.46,2024-08-09,PEN
101296A,PIT,2024,2024,20,G,-400.48,2024-08-04,R50001681
101296A,PIT,2025,2025,10,,14838.11,2025-05-31,A00001704
101296A,PIT,2025,2025,70,,2165.62,2025-08-09,PEN
101296A,PIT,2025,2025,60,,979.32,2026-06-01,RST
101296A,PIT,2025,2025,20,G,-5935.24,2025-06-22,R50001682
101305H,VAT,2023,2023,10,,255.88,2023-11-15,A00001705
101305H,VAT,2023,2023,20,G,-255.88,2023-12-10,R50001683
101305H,VAT,2024,2024,10,,3613.57,2024-02-14,A00001706
101305H,VAT,2024,2024,20,G,-3613.57,2024-04-19,R50001684
101305H,VAT,2025,2025,10,,7540.67,2025-11-15,A00001707
101305H,VAT,2025,2025,20,G,-7540.67,2026-01-27,R50001685
101310H,VAT,2023,2023,10,,282.99,2023-11-15,A00001708
101310H,VAT,2023,2023,70,,18.27,2024-01-24,PEN
101310H,VAT,2023,2023,60,,50.94,2026-06-01,RST
101310H,VAT,2023,2023,20,G,-38.04,2023-12-16,R50001686
101310H,VAT,2024,2024,230,,72.95,2024-05-16,A00001709
101310H,VAT,2024,2024,60,,10.5,2026-06-01,RST
101310H,VAT,2024,2024,20,G,-8.62,2024-08-11,R50001687
101310H,VAT,2025,2025,10,,143.07,2025-02-13,A00001710
101310H,VAT,2025,2025,70,,15.9,2025-04-24,PEN
101310H,VAT,2025,2025,20,G,-21.14,2025-04-04,R50001688
101310H,FSS,2022,2022,10,,157.2,2022-08-16,A00001711
101310H,FSS,2022,2022,60,,42.44,2026-06-01,RST
101310H,FSS,2022,2022,20,G,-64.25,2022-10-09,R50001689
101310H,FSS,2023,2023,10,,162.56,2023-11-15,A00001712
101310H,FSS,2023,2023,70,,10.46,2024-01-24,PEN
101310H,FSS,2023,2023,60,,29.26,2026-06-01,RST
101310H,FSS,2023,2023,20,G,-17.36,2023-12-31,R50001690
101310H,FSS,2024,2024,10,,287.41,2024-05-16,A00001713
101310H,FSS,2024,2024,60,,41.39,2026-06-01,RST
101310H,FSS,2024,2024,20,G,-212.3,2024-06-30,R50001691
101310H,FSS,2025,2025,10,,733.84,2025-02-13,A00001714
101310H,FSS,2025,2025,70,,107.04,2025-04-24,PEN
101310H,FSS,2025,2025,60,,66.05,2026-06-01,RST
101310H,FSS,2025,2025,20,G,-174.19,2025-05-08,R50001692
101320B,SSC,2023,2023,10,,2044.73,2023-05-16,A00001715
101320B,SSC,2023,2023,20,G,-2044.73,2023-06-01,R50001693
101320B,SSC,2024,2024,10,,1753.76,2024-08-16,A00001716
101320B,SSC,2024,2024,20,G,-1753.76,2024-10-01,R50001694
101320B,SSC,2025,2025,230,,1743.38,2025-08-16,A00001717
101320B,SSC,2025,2025,20,G,-1743.38,2025-10-04,R50001695
101320B,CIT,2020,2020,10,,1199.78,2020-05-31,A00001718
101320B,CIT,2020,2020,20,G,-1199.78,2020-08-25,R50001696
101320B,CIT,2021,2021,10,,149.25,2021-05-31,A00001719
101320B,CIT,2021,2021,20,G,-149.25,2021-07-18,R50001697
101320B,CIT,2022,2022,10,,1850.3,2022-05-31,A00001720
101320B,CIT,2022,2022,20,G,-1850.3,2022-08-27,R50001698
101320B,CIT,2023,2023,10,,1835.74,2023-05-31,A00001721
101320B,CIT,2023,2023,20,G,-1835.74,2023-06-19,R50001699
101320B,CIT,2024,2024,10,,2582.18,2024-05-31,A00001722
101320B,CIT,2024,2024,20,G,-2582.18,2024-07-03,R50001700
101320B,CIT,2025,2025,10,,6425.79,2025-05-31,A00001723
101320B,CIT,2025,2025,20,G,-6425.79,2025-08-14,R50001701
101320B,VAT,2022,2022,10,,1947.61,2022-05-16,A00001724
101320B,VAT,2022,2022,20,G,-1947.61,2022-06-25,R50001702
101320B,VAT,2023,2023,10,,2389.34,2023-05-16,A00001725
101320B,VAT,2023,2023,20,G,-2389.34,2023-05-31,R50001703
101320B,VAT,2024,2024,10,,1878.78,2024-11-15,A00001726
101320B,VAT,2024,2024,20,G,-1878.78,2024-12-30,R50001704
101320B,VAT,2025,2025,10,,6649.96,2025-05-16,A00001727
101320B,VAT,2025,2025,20,G,-6649.96,2025-06-10,R50001705
101323H,VAT,2021,2021,10,,1521.69,2021-02-13,A00001728
101323H,VAT,2021,2021,20,G,-1521.69,2021-04-01,R50001706
101323H,VAT,2022,2022,10,,168.11,2022-02-13,A00001729
101323H,VAT,2022,2022,20,G,-168.11,2022-05-12,R50001707
101323H,VAT,2023,2023,10,,2215.37,2023-08-16,A00001730
101323H,VAT,2023,2023,20,G,-2215.37,2023-09-25,R50001708
101323H,VAT,2024,2024,10,,3024.29,2024-08-16,A00001731
101323H,VAT,2024,2024,20,G,-3024.29,2024-09-17,R50001709
101323H,VAT,2025,2025,10,,4579.83,2025-08-16,A00001732
101323H,VAT,2025,2025,20,G,-4579.83,2025-10-29,R50001710
101323H,FSS,2023,2023,10,,1904.81,2023-05-16,A00001733
101323H,FSS,2023,2023,20,G,-1904.81,2023-06-03,R50001711
101323H,FSS,2024,2024,10,,2538.63,2024-02-14,A00001734
101323H,FSS,2024,2024,20,G,-2538.63,2024-05-02,R50001712
101323H,FSS,2025,2025,10,,4131.44,2025-08-16,A00001735
101323H,FSS,2025,2025,20,G,-4131.44,2025-10-06,R50001713
101333G,FSS,2020,2020,10,,1625.4,2020-05-16,A00001736
101333G,FSS,2020,2020,70,,233.73,2020-07-25,PEN
101333G,FSS,2020,2020,60,,702.17,2026-06-01,RST
101333G,FSS,2020,2020,20,G,-999.54,2020-07-19,R50001714
101333G,FSS,2021,2021,10,,3559.84,2021-08-16,A00001737
101333G,FSS,2021,2021,70,,290.61,2021-10-25,PEN
101333G,FSS,2021,2021,20,G,-2091.17,2021-09-30,R50001715
101333G,FSS,2022,2022,10,,3395.89,2022-11-15,A00001738
101333G,FSS,2022,2022,60,,855.76,2026-06-01,RST
101333G,FSS,2022,2022,20,G,-1535.23,2022-11-29,R50001716
101333G,FSS,2023,2023,10,,1332.17,2023-02-13,A00001739
101333G,FSS,2023,2023,60,,311.73,2026-06-01,RST
101333G,FSS,2023,2023,20,G,-365.41,2023-05-01,R50001717
101333G,FSS,2024,2024,10,,4784.66,2024-11-15,A00001740
101333G,FSS,2024,2024,70,,556.75,2025-01-24,PEN
101333G,FSS,2024,2024,60,,516.74,2026-06-01,RST
101333G,FSS,2024,2024,20,G,-275.1,2025-01-28,R50001718
101333G,FSS,2025,2025,10,,10475.81,2025-08-16,A00001741
101333G,FSS,2025,2025,70,,1366.83,2025-10-25,PEN
101333G,FSS,2025,2025,60,,502.84,2026-06-01,RST
101333G,FSS,2025,2025,20,G,-4190.32,2025-10-14,R50001719
101333G,CIT,2021,2021,10,,653.25,2021-05-31,A00001742
101333G,CIT,2021,2021,70,,92.84,2021-08-09,PEN
101333G,CIT,2021,2021,60,,235.17,2026-06-01,RST
101333G,CIT,2021,2021,20,G,-368.53,2021-06-26,R50001720
101333G,CIT,2022,2022,230,,402.95,2022-05-31,A00001743
101333G,CIT,2022,2022,70,,58.9,2022-08-09,PEN
101333G,CIT,2022,2022,60,,116.05,2026-06-01,RST
101333G,CIT,2022,2022,20,G,-226.2,2022-07-24,R50001721
101333G,CIT,2023,2023,10,,1244.61,2023-05-31,A00001744
101333G,CIT,2023,2023,70,,128.75,2023-08-09,PEN
101333G,CIT,2023,2023,20,G,-378.75,2023-06-21,R50001722
101333G,CIT,2024,2024,10,,592.98,2024-05-31,A00001745
101333G,CIT,2024,2024,70,,38.3,2024-08-09,PEN
101333G,CIT,2024,2024,60,,81.83,2026-06-01,RST
101333G,CIT,2024,2024,20,G,-222.46,2024-07-07,R50001723
101333G,CIT,2025,2025,230,,9438.96,2025-05-31,A00001746
101333G,CIT,2025,2025,70,,1393.3,2025-08-09,PEN
101333G,CIT,2025,2025,60,,622.97,2026-06-01,RST
101333G,CIT,2025,2025,20,G,-3775.58,2025-07-03,R50001724
101338B,VAT,2020,2020,10,,14.41,2020-02-14,A00001747
101338B,VAT,2020,2020,60,,6.48,2026-06-01,RST
101338B,VAT,2020,2020,20,G,-8.74,2020-03-10,R50001725
101338B,VAT,2021,2021,10,,12.12,2021-11-15,A00001748
101338B,VAT,2021,2021,70,,0.66,2022-01-24,PEN
101338B,VAT,2021,2021,60,,3.93,2026-06-01,RST
101338B,VAT,2021,2021,20,G,-4.8,2021-12-14,R50001726
